Type,Price,Bedrooms,Bathrooms,Area,Furnished,Compound,Payment_Option,Delivery_Date,Delivery_Term,City,Description,Security,Balcony,Private_Garden,Pets_Allowed,Covered_Parking,Maids_Room,Electricity_Meter,Natural_Gas,Landline,Pool,Central_heating,Built_in_Kitchen_Appliances,Elevator
Twin House,2000000.0,4,4,311,No,Swan Lake,Cash or Installment,Unknown,Unknown,New Cairo - El Tagamoa,فيلا للبيع 311م جوار Water Way كمبوند سوان ليك حسن علام,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Not Avilable
Stand Alone Villa,7500000.0,3,3,480,No,Unknown,Installment,Unknown,Core & Shell,Madinaty,للبيع فيلا مستقله مدينتي في مجموعه 4seasonالجديده  في طلعت مصطفي,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,1250000.0,4,5,340,Unknown,Unknown,Cash or Installment,Ready to move,Finished,Shorouk City,فيلا 340 متر للبيع تشطيب كامل بالتكيفات + اجهزة المطبخ | كمبوند البروج,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable
Town House,4600000.0,5,4,251,No,Hyde Park New Cairo,Cash or Installment,Ready to move,Semi Finished,New Cairo - El Tagamoa,تاون هاوس 251م للبيع بسعر مميز جدا في هايد بارك - hyde park,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,40000000.0,5,5,850,Unknown,Lake View,Cash,Unknown,Core & Shell,New Cairo - El Tagamoa,فيلا مستقلة فى ليك فيو | تطل على البحيرة و حديقة | Lake View,Avilable,Avilable,Avilable,Not Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Twin House,7150000.0,4,4,480,No,Layan,Cash,Ready to move,Unknown,New Cairo - El Tagamoa,افضل توين هاوس 309m للبيع بكمبوند ليان New Cairo,Avilable,Avilable,Not Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable
Stand Alone Villa,35000000.0,10+,10,"1,612",No,Beverly Hills,Cash,Ready to move,Finished,6th of October,قصر متشطب للبيع  بكمبوند بيفرلى هيلز الشيخ زايد,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable
Twin House,500000.0,3,2,165,No,Unknown,Cash or Installment,Unknown,Unknown,New Cairo - El Tagamoa,ڤيلا بسعر لقطة ف ارقي كمبوند امام فندق JW marriot,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,23000000.0,6,7,"1,050",No,Katameya Dunes,Cash,Ready to move,Not Finished,New Cairo - El Tagamoa,Villa 1050 m in katameya dunes compound _ second raw golf,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Avilable,Avilable
Town House,6500000.0,4,4,387,No,Al Maqsad,Installment,Ready to move,Finished,New Cairo - El Tagamoa,للبيع فيلا 387م في كمبوند المقصد بسعر مميز بالتقسيط,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,25500000.0,3,4,665,Unknown,Swan Lake,Unknown,Unknown,Unknown,New Cairo - El Tagamoa,موقع متميز جدا | سوان ليك ريزيدنيس- ذا سكارليت,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,19270000.0,5,4,450,No,Fifth Square,Cash or Installment,Ready to move,Finished,New Cairo - El Tagamoa,فرصـة فيلا 450م استلام فوري في مراسم علي شارع التسعين بتسهيلات,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,10000000.0,5,5,420,No,Maxim Country Club,Cash,Ready to move,Unknown,New Cairo - El Tagamoa,فيلا منفصلة للبيع بكمبوند ماكسيم التجمع الخامس maxim country club,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,16900000.0,4,4,278,Unknown,Unknown,Installment,Unknown,Finished,6th of October,# فيلا مستقلة بالتشطيب للبيع بزايد الجديدة مشروع اعمارBELLE VIE فسط,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,4200000.0,4,4,460,No,Madinaty,Installment,Ready to move,Not Finished,Madinaty,villa for sale at madinaty C3 stand alone,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,13800000.0,6,5,690,No,Stone Park,Cash,Ready to move,Semi Finished,New Cairo - El Tagamoa,فيلا بكمبوند ستون بارك|استلام فورى|كورنر|Stone park,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,15000000.0,10,8,580,No,Unknown,Cash,Ready to move,Unknown,New Cairo - El Tagamoa,فيلا كامله للبيع بسعر تجاري الدور شقتين بالاحياء بالقرب من ال 90,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Twin House,650000.0,4,3,245,Unknown,IL Bosco,Cash or Installment,Ready to move,Unknown,New Capital City,فيلا استلام فوري في العاصمة الادرية الجديدة بجوار سيليا طلعت مصطفي,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,10500000.0,3,3,640,No,Al Rabwa,Cash or Installment,Ready to move,Finished,Sheikh Zayed,فيلا للبيع بكمبوند الربوه 640م تشطيب هاي لوكس موقع مميز تقسيط 7 سنين,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Twin House,2000000.0,3,4,200,No,La Vida,Cash,Unknown,Semi Finished,6th of October,توين هاوس للبيع في كمبوند لافيدا البستان امام جامعه النيل 200متر,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Town House,950000.0,4,3,270,Unknown,Unknown,Cash or Installment,Unknown,Unknown,Sheikh Zayed,للبيع فيلا لقطه في قلب الشيخ زايد لوكيشن وفيو خيالي بمقدم 10%,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable
Stand Alone Villa,14965300.0,5,4,419,Unknown,Palm hills golf extension,Cash or Installment,Unknown,Finished,6th of October,استلم فورا فيلا مستقلة فورا بالتقسيط الطويل فى جولف اكستنشن اكتوبر,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable
Stand Alone Villa,7700000.0,8,7,677,No,Kattameya Gardens,Cash,Ready to move,Semi Finished,New Cairo - El Tagamoa,للبيع السريع بجوار كمبوند القطاميه ديونز و ماونتن  فيو وسوديك ايستاون,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable
Stand Alone Villa,15500000.0,4,3,406,No,Madinaty,Cash,Ready to move,Finished,Madinaty,فيلا منفصلة نموذج E كلاسيك تشطيب شركة أول سكن للبيع بمدينتي,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,59000000.0,6,6,"1,180",Unknown,Lake View,Cash,Ready to move,Finished,New Cairo - El Tagamoa,Luxurious finishing | Villa for sale in Lakeview | Huge land,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,11900000.0,3,3,250,No,Mountain View iCity,Cash or Installment,2026,Semi Finished,6th of October,Z10 فيلا ستاند الون للبيع One Story House Mountain view i city,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable
Stand Alone Villa,11300000.0,4,4,380,No,Palm Hills Katameya Extension,Cash,Ready to move,Semi Finished,New Cairo - El Tagamoa,Standalone X in Palm Hills Katamya Extension pk2 Compound New Cairo,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Avilable,Avilable
Stand Alone Villa,9044000.0,3,4,251,Unknown,Sodic East,Installment,Ready to move,Core & Shell,New Heliopolis,فيلا XV للبيع بسوديك ايست فيو لاند سكاب بمقدم 5% اقساط حتي 8 سنوات,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable
Twin House,6500000.0,4,4,275,No,El Patio,Cash,Ready to move,Semi Finished,Sheikh Zayed,للبيع بباتيو زهراء توين هاوس الكبير  مميز بمكان مرتفع الشيخ زايد,Avilable,Avilable,Not Avilable,Avilable,Avilable,Not Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Avilable
Twin House,7681987.0,5,4,239,Unknown,Alma,Unknown,Ready to move,Unknown,Sheikh Zayed,استلم فورا توين هاوس في قلب الشيخ زايد باحسن سعر و بالتقسيط,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable
Stand Alone Villa,3950000.0,5,3,750,Yes,Unknown,Cash,Ready to move,Finished,Hurghada,تحفه فنيه ، وسعر لقطه فيلا مفروشه ٣ ادوار بالقرب من الممشي مكيفه بيسين,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable
Town House,6100000.0,4,4,260,No,Cleopatra Palace,Cash or Installment,Ready to move,Finished,Shorouk City,استلام فوري باقل سعر تاون هوس متشطب في الشروق بخصم علي الكاش 25%,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable
Town House,9451000.0,5,3,243,No,Trio Gardens,Cash or Installment,Unknown,Unknown,New Cairo - El Tagamoa,استلم فيلتك بالمطبخ والتكييفات في التجمع بأرقي كمبوند بالتقسيط ع9سنين,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,10000000.0,10+,8,350,No,Unknown,Cash,Ready to move,Finished,6th of October,فيلا للبيع بالحي الخامس عقد ثانى منطقة الفيلات,Not Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Avilable,Avilable
Stand Alone Villa,1500000.0,6,6,400,No,Unknown,Cash or Installment,2024,Not Finished,New Cairo - El Tagamoa,فيلا مستقله بفيو مميز بماونتن فيو التجمع الخامس,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable
Stand Alone Villa,1600000.0,5,4,290,No,Unknown,Cash or Installment,Unknown,Semi Finished,Sheikh Zayed,فيلا منفصله  للبيع 290م في سوديك الشيخ زايد تسهيلات في السداد - sodic,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable
Stand Alone Villa,1500000.0,5,4,355,Unknown,Unknown,Cash or Installment,Unknown,Unknown,New Cairo - El Tagamoa,فيلا للبيع 374م بالتقسيط فيو مميز كمبوند هايد بارك التجمع الخامس,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Not Avilable,Not Avilable
Stand Alone Villa,14000000.0,4,5,800,No,Les Rois,Cash,Ready to move,Core & Shell,New Cairo - El Tagamoa,فيلا كورنر ٨٠٠ م في كمبوند لوروا بجوار الجامعه الامريكيه,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Town House,7350000.0,4,4,248,No,Hyde Park New Cairo,Installment,Ready to move,Semi Finished,New Cairo - El Tagamoa,تاون هاوس فى هايدبارك التجمع الخامس باقساط واستلام فورى Hydepark,Avilable,Avilable,Avilable,Not Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Not Avilable,Not Avilable
Stand Alone Villa,30000000.0,5,5,"1,250",No,Dyar,Cash,Ready to move,Finished,New Cairo - El Tagamoa,في كمبوند ديار التجمع الخامس فيلا بفيو مميز جدا للبيع,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Avilable,Avilable
Stand Alone Villa,6200000.0,4,4,375,No,Madinaty,Cash or Installment,Ready to move,Core & Shell,Madinaty,امتلك فيلا منفصله بمساحة 520م بأفضل مراحل مدينتي وبأقل مقدم,Avilable,Avilable,Avilable,Not Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Twin House,1730000.0,4,4,360,No,Jedar,Installment,Unknown,Not Finished,Sheikh Zayed,فيلا استلام فوري بمقدم 20% فقط في كمبوند جدار في الشيخ زايد على المحور,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable
Twin House,14500000.0,3,4,386,No,Mivida,Cash,Ready to move,Semi Finished,New Cairo - El Tagamoa,لسرعة البيع توين هاوس فيلا كمبوند ميفيدا التجمع الخامس,Avilable,Avilable,Not Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,9500000.0,5,5,209,Unknown,Unknown,Cash or Installment,2026,Unknown,North Coast,امتلك فيلا متشطبة بالكامل فى ذا ميد بالساحل الشمالى بمقدم 10%,Avilable,Avilable,Not Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Avilable
Stand Alone Villa,688000.0,5,5,336,No,Unknown,Cash or Installment,soon,Unknown,New Cairo - El Tagamoa,فيــلا للبيع (بمقدم 688 ألـف) فى كمبوند سوان ليك - حسن علام امام الرحا,Avilable,Avilable,Not Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable
Stand Alone Villa,2144000.0,2,1,90,No,Unknown,Cash,Unknown,Finished,Amreya,شاليه للبيع 90م  الساحل الشمالي - سيدي عبد الرحمن(seazen),Not Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,8345000.0,4,4,501,No,Badya Palm Hills,Installment,Unknown,Not Finished,6th of October,استلام فوري فيلا منفصلة 501م تقسيط يصل لـ 1 سنوات,Avilable,Not Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable
Town House,7500000.0,4,3,250,No,The MarQ,Cash or Installment,Unknown,Core & Shell,Mostakbal City,تاون هاوس 250 م للبيع فى كمبوند ذا مارك - مدينة المستقبل,Avilable,Avilable,Not Avilable,Not Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Town House,3350000.0,4,5,220,Unknown,Mountain View 3,Installment,2024,Semi Finished,New Cairo - El Tagamoa,تاون هاوس 220 م ريسيل بكمبوند ماونتن فيو اي سيتي,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,2600000.0,5,5,390,No,Unknown,Cash or Installment,Unknown,Unknown,New Cairo - El Tagamoa,فيلا للبيع 390 متر بالتجمع الخامس على التسعين مباشرة بالقرب من ال AUC,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Town House,4200000.0,5,4,303,Unknown,Mountain View Chillout Park,Unknown,Ready to move,Not Finished,6th of October,بسعر لقطه فيلا 275م  للبيع بكمبوند ماونتن فيو تشيل اوت استلام فورى  #s,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable
Twin House,7000000.0,4,3,517,Unknown,Cleopatra Palace,Cash or Installment,Ready to move,Unknown,Shorouk City,توين هاوس 261م+257 استلام فورى بكمبوند كليوباترا بالاس قسط على 4 سنوات,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable
